code,name,date,bamount,samount,type
300670,大烨智能,2018-11-30,180.06,0.0,换手率达20%的证券
300370,安控科技,2018-11-30,0.0,299.71,涨幅偏离值达7%的证券
300324,旋极信息,2018-11-30,76.98,515.0,跌幅偏离值达7%的证券
000603,盛达矿业,2018-11-30,4411.97,0.0,连续三个交易日内，涨幅偏离值累计达20%的证券
000603,盛达矿业,2018-11-30,4411.97,0.0,涨幅偏离值达7%的证券
600936,广西广电,2018-11-30,0.0,667.69,跌幅偏离值达7%的证券
603366,日出东方,2018-11-30,0.0,145.32,涨幅偏离值达7%的证券
002935,天奥电子,2018-11-29,0.0,304.78,跌幅偏离值达7%的证券
002935,天奥电子,2018-11-29,0.0,304.78,换手率达20%的证券
002837,英维克,2018-11-29,599.67,845.24,跌幅偏离值达7%的证券
002450,康得新,2018-11-29,2841.05,0.0,跌幅偏离值达7%的证券
600831,广电网络,2018-11-29,0.0,3746.36,连续三个交易日内，涨幅偏离值累计达20%的证券
000936,华西股份,2018-11-29,0.0,727.77,涨幅偏离值达7%的证券
000829,天音控股,2018-11-29,0.0,200.24,跌幅偏离值达7%的证券
300324,旋极信息,2018-11-29,41.93,506.22,跌幅偏离值达7%的证券
000521,长虹美菱,2018-11-28,0.0,5544.53,换手率达20%的证券
000521,长虹美菱,2018-11-28,0.0,5544.53,连续三个交易日内，涨幅偏离值累计达20%的证券
300751,迈为股份,2018-11-28,0.0,660.57,换手率达20%的证券
300751,迈为股份,2018-11-28,0.0,660.57,涨幅偏离值达7%的证券
300037,新宙邦,2018-11-28,5413.9,2448.27,涨幅偏离值达7%的证券
300074,华平股份,2018-11-28,0.0,247.05,跌幅偏离值达7%的证券
002941,新疆交建,2018-11-28,0.0,2.86,无价格涨跌幅限制的证券
002897,意华股份,2018-11-28,349.79,0.0,换手率达20%的证券
002411,延安必康,2018-11-28,342.62,0.0,跌幅偏离值达7%的证券
002075,沙钢股份,2018-11-28,0.0,48871.0,连续三个交易日内，跌幅偏离值累计达20%的证券
000948,南天信息,2018-11-28,0.0,345.87,跌幅偏离值达7%的证券
300751,迈为股份,2018-11-27,7104.99,0.0,换手率达20%的证券
300181,佐力药业,2018-11-27,0.0,957.7,涨幅偏离值达7%的证券
300170,汉得信息,2018-11-27,565.51,7823.33,跌幅偏离值达7%的证券
002925,盈趣科技,2018-11-27,5113.72,630.2,涨幅偏离值达7%的证券
000521,长虹美菱,2018-11-27,0.0,61.13,涨幅偏离值达7%的证券
002234,民和股份,2018-11-26,0.0,3772.21,跌幅偏离值达7%的证券
002193,如意集团,2018-11-26,0.0,4094.45,连续三个交易日内，跌幅偏离值累计达20%的证券
000979,中弘退,2018-11-26,0.0,2229.29,
002075,沙钢股份,2018-11-26,0.0,2202.32,跌幅偏离值达7%的证券
000802,北京文化,2018-11-26,1186.59,2076.43,跌幅偏离值达7%的证券
000521,长虹美菱,2018-11-26,0.0,83.56,涨幅偏离值达7%的证券
300751,迈为股份,2018-11-26,11828.9,0.0,换手率达20%的证券
300332,天壕环境,2018-11-26,0.0,217.88,涨幅偏离值达7%的证券
300183,东软载波,2018-11-26,0.0,506.28,涨幅偏离值达7%的证券
300032,金龙机电,2018-11-26,0.0,393.0,涨幅偏离值达7%的证券
002711,欧浦智网,2018-11-26,0.0,4582.52,连续三个交易日内，跌幅偏离值累计达20%的证券
002562,兄弟科技,2018-11-26,3737.36,378.37,连续三个交易日内，涨幅偏离值累计达20%的证券
002502,骅威文化,2018-11-26,0.0,1999.62,连续三个交易日内，跌幅偏离值累计达20%的证券
002458,益生股份,2018-11-26,0.0,2165.51,跌幅偏离值达7%的证券
