code,name,date,bamount,samount,type
300197,铁汉生态,2018-12-24,148.25,1670.14,跌幅偏离值达7%的证券
300197,铁汉生态,2018-12-24,148.25,1670.14,连续三个交易日内，跌幅偏离值累计达20%的证券
300077,国民技术,2018-12-24,0.0,298.85,跌幅偏离值达7%的证券
002514,宝馨科技,2018-12-24,0.0,510.17,跌幅偏离值达7%的证券
000917,电广传媒,2018-12-24,0.0,1780.11,跌幅偏离值达7%的证券
002090,金智科技,2018-12-24,0.0,352.97,跌幅偏离值达7%的证券
603268,松发股份,2018-12-24,0.0,181.25,跌幅偏离值达7%的证券
601066,中信建投,2018-12-24,0.0,1919.97,跌幅偏离值达7%的证券
300602,飞荣达,2018-12-24,0.0,655.99,涨幅偏离值达7%的证券
300379,东方通,2018-12-24,0.0,288.04,跌幅偏离值达7%的证券
300197,铁汉生态,2018-12-21,32.46,508.16,跌幅偏离值达7%的证券
002174,游族网络,2018-12-21,3378.15,6428.23,涨幅偏离值达7%的证券
603268,松发股份,2018-12-21,0.0,565.73,跌幅偏离值达7%的证券
300735,光弘科技,2018-12-20,352.31,0.0,换手率达20%的证券
300659,中孚信息,2018-12-20,0.0,138.85,跌幅偏离值达7%的证券
000823,超声电子,2018-12-20,0.0,418.02,涨幅偏离值达7%的证券
000766,通化金马,2018-12-20,34.21,0.0,跌幅偏离值达7%的证券
600593,大连圣亚,2018-12-20,41.62,0.0,跌幅偏离值达7%的证券
600273,嘉化能源,2018-12-20,3069.36,0.0,跌幅偏离值达7%的证券
600745,闻泰科技,2018-12-19,5977.88,15030.06,跌幅偏离值达7%的证券
300753,爱朋医疗,2018-12-19,0.0,17.25,涨幅偏离值达7%的证券
300753,爱朋医疗,2018-12-19,0.0,17.25,连续三个交易日内，涨幅偏离值累计达20%的证券
300146,汤臣倍健,2018-12-19,7232.8,29175.75,跌幅偏离值达7%的证券
002252,上海莱士,2018-12-19,0.0,757.0,跌幅偏离值达7%的证券
000981,银亿股份,2018-12-19,793.76,0.0,涨幅偏离值达7%的证券
600695,绿庭投资,2018-12-19,0.0,943.22,连续三个交易日内，涨幅偏离值累计达20%的证券
603726,朗迪集团,2018-12-19,173.34,0.0,换手率达20%的证券
300675,建科院,2018-12-18,0.0,677.47,振幅值达15%的证券
300643,万通智控,2018-12-18,2559.2,0.0,换手率达20%的证券
002252,上海莱士,2018-12-18,194.11,2614.69,连续三个交易日内，跌幅偏离值累计达20%的证券
002252,上海莱士,2018-12-18,194.11,2614.69,跌幅偏离值达7%的证券
002243,通产丽星,2018-12-18,0.0,1085.03,连续三个交易日内，日均换手率与前五个交易日的日均换手率的比值达到30倍，且换手率累计达20%的股票
000966,长源电力,2018-12-18,1775.23,0.0,涨幅偏离值达7%的证券
600267,海正药业,2018-12-18,683.05,1611.44,跌幅偏离值达7%的证券
