code,name,bamount,bcount,samount,scount,net
000066,中国长城,17394.65,2,0.0,0,17394.65
000568,泸州老窖,15104.43,3,2090.92,1,13013.51
002049,紫光国微,11197.9,1,0.0,0,11197.9
600518,ST康美,5024.07,1,0.0,0,5024.07
000831,五矿稀土,5212.98,2,551.02,1,4661.96
300292,吴通控股,3999.87,1,0.0,0,3999.87
000975,银泰资源,3721.44,4,0.0,0,3721.44
000716,黑芝麻,2699.66,1,0.0,0,2699.66
300122,智飞生物,1789.72,1,0.0,0,1789.72
002812,恩捷股份,1678.36,2,0.0,0,1678.36
300573,兴齐眼药,2414.26,2,741.58,1,1672.69
002385,大北农,1398.23,1,0.0,0,1398.23
000523,广州浪奇,4654.57,2,3465.94,3,1188.63
300761,立华股份,1119.28,2,0.0,0,1119.28
000589,贵州轮胎,999.94,1,0.0,0,999.94
000970,中科三环,720.66,1,0.0,0,720.66
002871,伟隆股份,1843.59,2,1189.41,1,654.18
000062,深圳华强,2399.02,2,1775.29,2,623.73
603317,天味食品,2369.43,1,1783.35,1,586.08
002605,姚记扑克,464.32,1,0.0,0,464.32
300576,容大感光,399.71,1,0.0,0,399.71
600226,瀚叶股份,309.02,1,0.0,0,309.02
000893,*ST东凌,156.32,1,0.0,0,156.32
002872,*ST天圣,34.03,1,0.0,0,34.03
002290,*ST中科,20.7,1,0.0,0,20.7
300777,中简科技,17.06,1,3.55,3,13.51
603697,有友食品,0.0,0,15.18,2,-15.18
603267,鸿远电子,0.0,0,27.14,3,-27.14
002356,*ST赫美,44.16,2,122.1,2,-77.94
002477,*ST雏鹰,0.0,0,104.36,1,-104.36
002359,*ST北讯,0.0,0,108.14,1,-108.14
601908,京运通,0.0,0,111.72,1,-111.72
002835,同为股份,0.0,0,116.83,1,-116.83
002499,*ST科林,0.0,0,163.01,1,-163.01
600614,*ST鹏起,0.0,0,170.56,1,-170.56
002053,云南能投,0.0,0,185.69,1,-185.69
002766,*ST索菱,0.0,0,233.38,2,-233.38
300464,星徽精密,0.0,0,235.05,1,-235.05
300696,爱乐达,0.0,0,238.85,1,-238.85
002689,远大智能,0.0,0,307.3,1,-307.3
002953,日丰股份,0.0,0,372.19,1,-372.19
300703,创源文化,0.0,0,376.56,1,-376.56
600966,博汇纸业,0.0,0,407.26,1,-407.26
300778,新城市,0.0,0,440.33,1,-440.33
300103,达刚路机,0.0,0,488.42,1,-488.42
600595,*ST中孚,0.0,0,568.8,1,-568.8
002450,*ST康得,0.0,0,690.03,1,-690.03
300771,智莱科技,0.0,0,700.23,1,-700.23
000758,中色股份,0.0,0,768.54,1,-768.54
300397,天和防务,0.0,0,774.72,1,-774.72
000981,ST银亿,0.0,0,803.1,1,-803.1
002501,*ST利源,0.0,0,839.95,2,-839.95
002582,好想你,0.0,0,1015.56,2,-1015.56
002103,广博股份,0.0,0,1042.0,1,-1042.0
600278,东方创业,0.0,0,1153.18,2,-1153.18
002177,御银股份,0.0,0,1178.86,2,-1178.86
300325,德威新材,4730.27,2,5996.13,2,-1265.86
000969,安泰科技,0.0,0,1317.54,2,-1317.54
300766,每日互动,0.0,0,1715.87,1,-1715.87
002192,融捷股份,0.0,0,1868.47,1,-1868.47
002481,双塔食品,0.0,0,2208.28,1,-2208.28
300239,东宝生物,0.0,0,2879.08,1,-2879.08
300435,中泰股份,699.59,1,3787.59,2,-3088.0
000998,隆平高科,0.14,0,3406.03,1,-3405.89
603508,思维列控,1938.02,2,5541.31,2,-3603.29
300342,天银机电,0.0,0,3621.52,1,-3621.52
300123,亚光科技,0.0,0,3691.16,2,-3691.16
600410,华胜天成,0.0,0,5710.95,1,-5710.95
002316,亚联发展,0.0,0,6752.83,3,-6752.83
002444,巨星科技,367.32,1,7839.93,3,-7472.61
000408,藏格控股,813.0,1,8312.64,4,-7499.64
600989,宝丰能源,0.0,0,8040.53,3,-8040.53
002456,欧菲光,0.0,0,8096.34,2,-8096.34
600167,联美控股,0.0,0,9231.82,2,-9231.82
300274,阳光电源,4999.7,2,14416.34,7,-9416.65
000586,汇源通信,0.0,0,9821.85,1,-9821.85
600446,金证股份,0.0,0,10116.7,1,-10116.7
600703,三安光电,6003.9,2,52051.93,5,-46048.03
002415,海康威视,14772.94,2,105922.57,5,-91149.63
