broker,count,bamount,bcount,samount,scount,top3
上海证券有限责任公司深圳民田路证券营业部,2,978.14,1,1006.34,1,恒立实业
中国中投证券有限责任公司东莞虎门证券营业部,1,433.79,1,0.0,0,三木集团
华泰证券股份有限公司杭州求是路证券营业部,5,810.91,3,154.08,2,"中弘退,宋都股份"
华泰证券股份有限公司厦门厦禾路证券营业部,19,6289.18,9,6194.37,10,"沙钢股份,恒立实业,浔兴股份,"
国信证券股份有限公司深圳泰九分公司,3,491.04,2,284.86,1,"三木集团,宋都股份,骅威文化"
申万宏源证券有限公司温州车站大道证券营业部,7,4247.15,4,5501.39,3,"世纪鼎利,南京聚隆,中弘退,"
西藏东方财富证券股份有限公司南京珠江路证券营业部,5,1938.51,3,961.75,2,"华媒控股,佳讯飞鸿,恒立实业,"
中信证券股份有限公司上海红宝石路证券营业部,3,1406.82,3,0.0,0,"天龙集团,三木集团,传化智联"
江海证券有限公司大庆龙凤大街证券营业部,2,225.0,1,252.0,1,中弘退
西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,131,53182.78,81,30080.18,50,"恒立实业,罗牛山,金花股份,"
兴业证券股份有限公司四川分公司,2,183.49,1,451.88,1,三木集团
德邦证券股份有限公司抚顺东四路证券营业部,2,196.0,1,193.0,1,中弘退
国泰君安证券股份有限公司重庆中山三路证券营业部,3,1180.89,3,0.0,0,"恒立实业,东富龙,东信和平"
中国银河证券股份有限公司北京珠市口大街证券营业部,1,174.16,1,0.0,0,三木集团
海通证券股份有限公司常熟海虞北路营业部,2,120.68,1,6.8,1,"中弘退,海容冷链"
中信建投证券股份有限公司苏州工业园区星海街证券营业部,9,7731.0,6,2902.08,3,"超华科技,恒立实业,光洋股份,"
国信证券股份有限公司佛山南海大道证券营业部,9,3604.54,4,3446.22,5,"达威股份,同有科技,青海华鼎,"
中国中投证券有限责任公司深圳深南大道证券营业部,1,0.0,0,725.0,1,中弘退
万联证券股份有限公司永州清桥路证券营业部,1,0.0,0,744.11,1,恒立实业
东方证券股份有限公司上海浦东新区春晓路证券营业部,9,3210.74,4,4211.02,5,"高斯贝尔,麦趣尔,意华股份,"
广发证券股份有限公司潮州潮枫路证券营业部,7,540.55,3,605.76,4,中弘退
海通证券股份有限公司淮北相山路证券营业部,3,0.0,0,1135.18,3,"恒立实业,凯撒旅游,嘉寓股份"
长城证券股份有限公司广州天河路证券营业部,1,0.0,0,479.89,1,三木集团
国融证券股份有限公司杭州江晖路证券营业部,13,2300.64,7,1757.18,6,"全新好,深华发A,新华锦,"
华安证券股份有限公司淮北古城路证券营业部,1,0.0,0,665.85,1,恒立实业
华福证券有限责任公司泉州丰泽街证券营业部,7,2209.42,3,2017.64,4,"*ST尤夫,*ST凯迪,中弘退,"
国泰君安证券股份有限公司深圳红荔西路证券营业部,1,0.0,0,654.92,1,恒立实业
国泰君安证券股份有限公司顺德大良证券营业部,9,3663.31,3,4283.93,6,"金冠股份,泰山石油,美盛文化,"
中国银河证券股份有限公司上海黄浦区马当路证券营业部,1,498.58,1,0.0,0,海得控制
华泰证券股份有限公司台州中心大道证券营业部,3,1366.18,2,1117.74,1,"光洋股份,金力永磁"
海通证券股份有限公司深圳分公司华富路证券营业部,4,1012.94,3,6395.11,1,"海得控制,摩恩电气,亚振家居,"
方正证券股份有限公司岳阳巴陵东路证券营业部,1,909.62,1,0.0,0,光洋股份
招商证券股份有限公司深圳后海证券营业部,10,2709.52,5,3563.13,5,"光洋股份,沙钢股份,银亿股份,"
兴业证券股份有限公司厦门穆厝路证券营业部,1,385.54,1,0.0,0,海得控制
民生证券股份有限公司驻马店交通路证券营业部,5,1994.04,3,1107.99,2,"光洋股份,宇晶股份"
方正证券股份有限公司长沙黄兴中路证券营业部,9,3318.92,5,2740.47,4,"双林股份,天域生态,粤传媒,"
华泰证券股份有限公司徐州建国西路证券营业部,1,766.75,1,0.0,0,光洋股份
中泰证券股份有限公司上海建国中路证券营业部,5,3880.59,3,2028.26,2,"凯美特气,沙钢股份,宇晶股份,"
国金证券股份有限公司上海互联网证券分公司,13,3772.49,7,2382.12,6,"广博股份,双林股份,安妮股份,"
国信证券股份有限公司深圳泰然九路证券营业部,7,617.25,3,1043.04,4,"浔兴股份,永泰能源,万马科技,"
华泰证券股份有限公司上海杨浦区国宾路证券营业部,3,1250.0,1,3081.77,2,"冀东装备,广博股份,光洋股份"
中国银河证券股份有限公司北京建国路证券营业部,3,0.0,0,952.74,3,"金力永磁,东富龙,海得控制"
西藏东方财富证券股份有限公司拉萨东环路第二证券营业部,9,754.39,3,2397.47,6,"新海宜,光洋股份,宇晶股份,"
国海证券股份有限公司重庆建新西路证券营业部,2,0.0,0,513.73,2,海得控制
东吴证券股份有限公司苏州西北街证券营业部,11,6056.07,6,3111.46,5,"超华科技,光一科技,东方通信,"
申万宏源证券有限公司上海浦东新区利津路证券营业部,2,220.96,1,573.97,1,"麦趣尔,东方通信"
东吴证券股份有限公司昆山前进中路证券营业部,2,986.56,2,0.0,0,东方新星
西藏东方财富证券股份有限公司拉萨八一路证券营业部,1,90.32,1,0.0,0,麦趣尔
中泰证券股份有限公司上海斜土路证券营业部,2,839.2,2,0.0,0,东方新星
信达证券股份有限公司成都一环路证券营业部,1,55.38,1,0.0,0,麦趣尔
浙商证券股份有限公司台州环城东路证券营业部,3,802.34,2,575.42,1,东方新星
平安证券股份有限公司深圳红岭基金产业园证券营业部,2,2976.58,2,0.0,0,"多喜爱,麦趣尔"
华宝证券有限责任公司舟山解放西路证券营业部,2,1111.93,2,0.0,0,"新海宜,东方新星"
招商证券股份有限公司深圳建安路证券营业部,3,394.81,1,106.29,2,"东方新星,新日股份,新疆交建"
财富证券有限责任公司杭州庆春路证券营业部,28,6223.58,18,3770.73,10,"钧达股份,奥维通信,新海宜,"
广发证券股份有限公司北京阜成门南大街证券营业部,1,199.95,1,0.0,0,东方新星
广州证券股份有限公司盘锦泰山路证券营业部,1,0.0,0,1553.68,1,麦趣尔
华泰证券股份有限公司北京西三环北路证券营业部,3,139.54,1,933.28,2,"东方新星,太化股份"
中信证券股份有限公司上海长寿路证券营业部,1,0.0,0,146.28,1,麦趣尔
中国中投证券有限责任公司无锡清扬路证券营业部,32,15450.29,21,7530.7,11,"佳讯飞鸿,沙钢股份,泰达股份,"
中信证券股份有限公司海宁海昌南路证券营业部,4,0.0,0,1315.01,4,"东方新星,吉宏股份,贝通信"
国泰君安证券股份有限公司深圳金田路证券营业部,1,0.0,0,28.72,1,麦趣尔
广州证券股份有限公司本溪东明路证券营业部,1,0.0,0,317.26,1,东方新星
申万宏源西部证券有限公司乌鲁木齐北京南路证券营业部,1,0.0,0,15.47,1,麦趣尔
平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,23,3184.46,10,3158.97,13,"世纪鼎利,宇晶股份,钧达股份,"
华林证券股份有限公司深圳龟山路证券营业部,1,21733.0,1,0.0,0,多喜爱
西藏东方财富证券股份有限公司杭州和汇路证券营业部,10,8049.7,5,7724.3,5,"美芝股份,日播时尚,钧达股份"
平安证券股份有限公司深圳商报路天健创业大厦证券营业部,2,16362.04,2,0.0,0,"多喜爱,上海莱士"
金元证券股份有限公司长沙韶山中路证券营业部,11,8221.67,6,5695.26,5,"美芝股份,日播时尚,朗迪集团"
广州证券股份有限公司丽水中山街证券营业部,13,9901.86,7,6138.65,6,"美芝股份,吉大通信,日播时尚"
华鑫证券有限责任公司上海茅台路证券营业部,2,11718.8,2,0.0,0,"多喜爱,隆利科技"
长江证券股份有限公司浙江分公司,8,5541.09,5,3198.74,3,"美芝股份,日播时尚"
万和证券股份有限公司山东分公司,2,427.4,1,725.33,1,"多喜爱,吉大通信"
东海证券股份有限公司福建厦门分公司,9,3901.56,4,6987.02,5,"美芝股份,日播时尚,钧达股份"
申万宏源证券有限公司宁波分公司,1,0.0,0,16914.0,1,多喜爱
招商证券股份有限公司上海娄山关路证券营业部,7,2442.34,4,2850.58,3,"麦趣尔,日播时尚,吉大通信,"
新时代证券股份有限公司北京天通苑证券营业部,1,0.0,0,13492.0,1,多喜爱
方正证券股份有限公司绍兴胜利东路证券营业部,8,3272.25,3,5166.6,5,"美芝股份,日播时尚,万马科技"
申万宏源证券有限公司上海松江区人民北路证券营业部,1,0.0,0,5457.54,1,多喜爱
申万宏源证券有限公司常山定阳北路证券营业部,1,0.0,0,4556.49,1,多喜爱
平安证券股份有限公司无锡人民中路证券营业部,1,0.0,0,519.2,1,美芝股份
华鑫证券有限责任公司乐清双雁路证券营业部,3,158.0,1,671.16,2,"美芝股份,汉商集团"
安信证券股份有限公司北京阜荣街证券营业部,2,0.0,0,3052.08,2,多喜爱
长江证券股份有限公司台州市府大道证券营业部,9,6400.72,5,5246.01,4,"美芝股份,钧达股份,日播时尚,"
方正证券股份有限公司上海杨高南路证券营业部,10,4136.19,5,4434.04,5,"佳讯飞鸿,高斯贝尔,华夏航空,"
信达证券股份有限公司广州寺右新马路证券营业部,4,1658.86,3,263.11,1,钧达股份
兴业证券股份有限公司福州湖东路证券营业部,5,3233.15,4,606.88,1,"华夏航空,华铁股份,星星科技,"
海通证券股份有限公司杭州文化路证券营业部,10,2145.28,5,2423.97,5,"双林股份,全新好,华夏航空,"
中泰证券股份有限公司上海东方路证券营业部,5,1742.44,3,2553.18,2,"世纪鼎利,登云股份,华夏航空"
财通证券股份有限公司温州人民东路证券营业部,2,469.86,1,268.93,1,华夏航空
国元证券股份有限公司广州江南大道中路证券营业部,1,0.0,0,427.63,1,华夏航空
东吴证券股份有限公司吴江盛泽镇西环路证券营业部,1,0.0,0,441.11,1,钧达股份
国泰君安证券股份有限公司上海福山路证券营业部,8,3056.39,3,5315.87,5,"闻泰科技,高斯贝尔,沙钢股份,"
江海证券有限公司厦门吕岭路证券营业部,7,2469.94,4,1598.44,3,"美芝股份,日播时尚,钧达股份"
第一创业证券股份有限公司深圳海天一路证券营业部,1,0.0,0,288.14,1,华夏航空
华鑫证券有限责任公司苏州总官堂路证券营业部,9,4892.42,5,2948.81,4,"新海宜,广博股份,天宝食品,"
财通证券股份有限公司杭州体育馆证券营业部,18,9446.7,11,5840.94,7,"双林股份,深华发A,德威新材,"
中信证券（山东）有限责任公司淄博分公司,4,3898.95,4,0.0,0,"新海宜,安控科技,双林股份,"
中信建投证券股份有限公司重庆涪陵广场路证券营业部,1,2772.72,1,0.0,0,旋极信息
广发证券股份有限公司泉州涂门街证券营业部,10,3866.34,4,4588.29,6,"双林股份,浔兴股份,华谊嘉信"
中信证券股份有限公司北京首体南路证券营业部,1,2655.92,1,0.0,0,旋极信息
金元证券股份有限公司广州白云路证券营业部,1,925.75,1,0.0,0,双林股份
华泰证券股份有限公司上海共和新路证券营业部,1,2169.28,1,0.0,0,旋极信息
中国国际金融股份有限公司北京科学院南路证券营业部,1,0.0,0,889.44,1,双林股份
